symbol	alias_symbol	prev_symbol	name
SH3GL1P2	CNSA-P2	SH3GLP2	SH3 domain containing GRB2 like 1, endophilin A2 pseudogene 2
SH3GL1P3	CNSA-P3	SH3GLP3	SH3 domain containing GRB2 like 1, endophilin A2 pseudogene 3
SH3GL2	"SH3P4|SH3D2A|CNSA2|EEN-B1"		SH3 domain containing GRB2 like 2, endophilin A1
SH3GL3	"SH3D2C|SH3P13|CNSA3|EEN-B2|HsT19371"		SH3 domain containing GRB2 like 3, endophilin A3
SH3GLB1	"CGI-61|KIAA0491|Bif-1|PPP1R70"		SH3 domain containing GRB2 like, endophilin B1
SH3GLB2	KIAA1848		SH3 domain containing GRB2 like, endophilin B2
SH3KBP1	CIN85		SH3 domain containing kinase binding protein 1
SH3PXD2A	"FISH|KIAA0418"	SH3MD1	SH3 and PX domains 2A
SH3PXD2A-AS1			SH3PXD2A antisense RNA 1
SH3PXD2B	FLJ20831	KIAA1295	SH3 and PX domains 2B
SH3RF1	"POSH|RNF142|KIAA1494"	SH3MD2	SH3 domain containing ring finger 1
SH3RF2	"FLJ23654|RNF158|Hepp1|POSHER"	PPP1R39	SH3 domain containing ring finger 2
SH3RF3	"FLJ00204|POSH2"	SH3MD4	SH3 domain containing ring finger 3
SH3RF3-AS1			SH3RF3 antisense RNA 1
SH3TC1	FLJ20356		SH3 domain and tetratricopeptide repeats 1
SH3TC2	"KIAA1985|CMT4C"		SH3 domain and tetratricopeptide repeats 2
SH3TC2-DT			SH3TC2 divergent transcript
SH3YL1	"Ray|DKFZP586F1318"		SH3 and SYLF domain containing 1
SHANK1	"SSTRIP|SPANK-1|synamon"		SH3 and multiple ankyrin repeat domains 1
SHANK2	"CTTNBP1|ProSAP1|SHANK|SPANK-3"	CORTBP1	SH3 and multiple ankyrin repeat domains 2
SHANK2-AS1			SHANK2 antisense RNA 1
SHANK2-AS2			SHANK2 antisense RNA 2
SHANK2-AS3		C11orf76	SHANK2 antisense RNA 3
SHANK3	"SPANK-2|prosap2|KIAA1650|PSAP2"		SH3 and multiple ankyrin repeat domains 3
SHARPIN	"DKFZP434N1923|SIPL1"		SHANK associated RH domain interactor
SHB			SH2 domain containing adaptor protein B
SHBG	"ABP|TEBG|MGC126834|MGC138391"		sex hormone binding globulin
SHC1	"p66|ShcA"	SHC	SHC adaptor protein 1
SHC1P1			SHC adaptor protein 1 pseudogene 1
SHC1P2		SHCL1	SHC adaptor protein 1 pseudogene 2
SHC2	"SLI|SCK|SHCB"		SHC adaptor protein 2
SHC3	"N-Shc|NSHC|SHCC"		SHC adaptor protein 3
SHC4	"RaLP|SHCD"		SHC adaptor protein 4
SHCBP1	"FLJ22009|PAL"		SHC binding and spindle associated 1
SHCBP1L		C1orf14	SHC binding and spindle associated 1 like
SHD			Src homology 2 domain containing transforming protein D
SHE			Src homology 2 domain containing E
SHF			Src homology 2 domain containing F
SHFL	"FLJ11286|RyDEN|IRAV|SFL"	C19orf66	shiftless antiviral inhibitor of ribosomal frameshifting
SHH	"HHG1|SMMCI|TPT|TPTPS|MCOPCB5"	"HPE3|HLP3"	sonic hedgehog signaling molecule
SHISA2	"bA398O19.2|PRO28631|WGAR9166|hShisa"	"C13orf13|TMEM46"	shisa family member 2
SHISA3	hShisa3		shisa family member 3
SHISA4	hShisa4	"C1orf40|TMEM58"	shisa family member 4
SHISA5	"SCOTIN|hShisa5"		shisa family member 5
SHISA5P1			SHISA5 pseudogene 1
SHISA5P2			SHISA5 pseudogene 2
SHISA6	FLJ45455		shisa family member 6
SHISA7			shisa family member 7
SHISA8	Orf26	C22orf17	shisa family member 8
SHISA9			shisa family member 9
SHISAL1		KIAA1644	shisa like 1
SHISAL2A	MGC52498	FAM159A	shisa like 2A
SHISAL2B		FAM159B	shisa like 2B
SHKBP1	"PP203|Sb1"		SH3KBP1 binding protein 1
SHLD1	"FLJ25067|RINN3"	C20orf196	shieldin complex subunit 1
SHLD2	"MGC5560|bA163M19.1|FAM35A1|RINN2"	FAM35A	shieldin complex subunit 2
SHLD2P1	bA38L15.1	"FAM35B|FAM35EP|FAM35BP"	shieldin complex subunit 2 pseudogene 1
SHLD2P2		"FAM35AP|FAM35A2|FAM35CP"	shieldin complex subunit 2 pseudogene 2
SHLD2P3		"FAM35B2|FAM35DP"	shieldin complex subunit 2 pseudogene 3
SHLD3	"AC008560.1|FLJ26957|CTC-534A2.2|RINN1"		shieldin complex subunit 3
SHMT1	"cSHMT|SHMT|MGC15229|MGC24556"		serine hydroxymethyltransferase 1
SHMT1P1	SHMT-ps1	SHMT1P	SHMT1 pseudogene 1
SHMT2	mSHMT	SHMT	serine hydroxymethyltransferase 2
SHOC1	"FLJ32779|Zip2|MZIP2"	C9orf84	shortage in chiasmata 1
SHOC2	"KIAA0862|SOC2|SUR-8|SOC-2|SUR8"		SHOC2 leucine rich repeat scaffold protein
SHOX	"PHOG|GCFX|SS|SHOXY|SHOX1"		SHOX homeobox
SHOX2	"SHOT|OG12X|OG12"		SHOX homeobox 2
SHPK	SHK	CARKL	sedoheptulokinase
SHPRH	"FLJ90837|KIAA2023|bA545I5.2"		SNF2 histone linker PHD RING helicase
SHQ1	"FLJ10539|Shq1p"		SHQ1, H/ACA ribonucleoprotein assembly factor
SHQ1P1			SHQ1, H/ACA ribonucleoprotein assembly factor pseudogene 1
SHROOM1	"APXL2|KIAA1960"		shroom family member 1
SHROOM2		APXL	shroom family member 2
SHROOM2P1		APXLP	shroom family member 2 pseudogene 1
SHROOM3	"ShrmL|SHRM|KIAA1481|APXL3"		shroom family member 3
SHROOM3-AS1			SHROOM3 antisense RNA 1
SHROOM4	"KIAA1202|Shrm4|SHAP"		shroom family member 4
SHTN1	"shootin1|shootin-1"	KIAA1598	shootin 1
SI			sucrase-isomaltase
SIAE	"CSE-C|MGC87009|LSE"	YSG2	sialic acid acetylesterase
SIAH1	hSIAH1		siah E3 ubiquitin protein ligase 1
SIAH1P1		SIAH1L	siah E3 ubiquitin protein ligase 1 pseudogene 1
SIAH2			siah E3 ubiquitin protein ligase 2
SIAH2-AS1			SIAH2 antisense RNA 1
SIAH3	FLJ39203		siah E3 ubiquitin protein ligase family member 3
SIDT1	"FLJ20174|SID-1"		SID1 transmembrane family member 1
SIDT1-AS1			SIDT1 antisense RNA 1
SIDT2	CGI-40		SID1 transmembrane family member 2
SIGIRR	"TIR8|IL-1R8"		single Ig and TIR domain containing
SIGLEC1	"SIGLEC-1|CD169|FLJ00051|FLJ00055|FLJ00073|FLJ32150|dJ1009E24.1"	SN	sialic acid binding Ig like lectin 1
SIGLEC5	"OB-BP2|SIGLEC-5|CD170"	CD33L2	sialic acid binding Ig like lectin 5
SIGLEC6	"OB-BP1|SIGLEC-6|CD327"	"CD33L|CD33L1"	sialic acid binding Ig like lectin 6
SIGLEC7	"SIGLEC-7|p75/AIRM1|QA79|CD328"	"SIGLEC19P|SIGLECP2"	sialic acid binding Ig like lectin 7
SIGLEC8	"SIGLEC-8|SAF2|SIGLEC8L|MGC59785"		sialic acid binding Ig like lectin 8
SIGLEC9	CD329		sialic acid binding Ig like lectin 9
SIGLEC10	"SIGLEC-10|SLG2|PRO940|MGC126774"		sialic acid binding Ig like lectin 10
SIGLEC10-AS1			SIGLEC10 antisense RNA 1
SIGLEC10-AS2	AC008750.1		SIGLEC10 antisense RNA 2
SIGLEC11			sialic acid binding Ig like lectin 11
SIGLEC12	"SLG|S2V|Siglec-XII|Siglec-12|Siglec-L1"	SIGLECL1	sialic acid binding Ig like lectin 12
SIGLEC14			sialic acid binding Ig like lectin 14
SIGLEC15	HsT1361	CD33L3	sialic acid binding Ig like lectin 15
SIGLEC16	Siglec-P16	SIGLECP16	sialic acid binding Ig like lectin 16
SIGLEC17P		SIGLECP3	sialic acid binding Ig like lectin 17, pseudogene
SIGLEC18P		SIGLECP1	sialic acid binding Ig like lectin 18, pseudogene
SIGLEC20P		SIGLECP4	sialic acid binding Ig like lectin 20, pseudogene
SIGLEC21P		SIGLECP5	sialic acid binding Ig like lectin 21, pseudogene
SIGLEC22P		SIGLECP6	sialic acid binding Ig like lectin 22, pseudogene
SIGLEC24P		SIGLECP8	sialic acid binding Ig like lectin 24, pseudogene
SIGLEC25P		SIGLECP9	sialic acid binding Ig like lectin 25, pseudogene
SIGLEC26P		SIGLECP10	sialic acid binding Ig like lectin 26, pseudogene
SIGLEC27P		SIGLECP11	sialic acid binding Ig like lectin 27, pseudogene
SIGLEC28P		SIGLECP12	sialic acid binding Ig like lectin 28, pseudogene
SIGLEC29P		SIGLECP13	sialic acid binding Ig like lectin 29, pseudogene
SIGLEC30P		SIGLECP14	sialic acid binding Ig like lectin 30, pseudogene
SIGLEC31P		SIGLECP15	sialic acid binding Ig like lectin 31, pseudogene
SIGLECL1	FLJ40235	"C19orf75|SIGLEC23P|SIGLECP7"	SIGLEC family like 1
SIGMAR1	SR-BP1	OPRS1	sigma non-opioid intracellular receptor 1
SIK1	msk	SNF1LK	salt inducible kinase 1
SIK2	"KIAA0781|QIK|DKFZp434K1115|LOH11CR1I"	SNF1LK2	salt inducible kinase 2
SIK3	"FLJ12240|L19|KIAA0999|QSK"		SIK family kinase 3
SIKE1	"FLJ21168|SIKE"		suppressor of IKBKE 1
SIL1	"BAP|ULG5"	MSS	SIL1 nucleotide exchange factor
SILC1	"FLJ30594|LOC150622"	LINC01105	sciatic injury induced lincRNA upregulator of SOX11
SIM1	bHLHe14		SIM bHLH transcription factor 1
SIM1-AS1			SIM1 antisense RNA 1
SIM2	"MGC119447|bHLHe15"	SIM	SIM bHLH transcription factor 2
SIMALR		LINC02528	suppressor of inflammatory macrophage apoptosis lncRNA
SIMC1	"FLJ44216|OOMA1|PLEIAD"	C5orf25	SUMO interacting motifs containing 1
SIMC1P1			SIMC1 pseudogene 1
SIN3A	"KIAA0700|DKFZP434K2235"		SIN3 transcription regulator family member A
SIN3B	KIAA0700		SIN3 transcription regulator family member B
SINHCAF	TERA	"C12orf14|FAM60A"	SIN3-HDAC complex associated factor
SINHCAFP1	HsT2323	FAM60BP	SINHCAF pseudogene 1
SINHCAFP2		FAM60CP	SINHCAF pseudogene 2
SINHCAFP3		FAM60DP	SINHCAF pseudogene 3
SIPA1	SPA1		signal-induced proliferation-associated 1
SIPA1L1	"KIAA0440|E6TP1|SPAR1"		signal induced proliferation associated 1 like 1
SIPA1L1-AS1			SIPA1L1 antisense RNA 1
SIPA1L2	"KIAA1389|SPAR2"		signal induced proliferation associated 1 like 2
SIPA1L3	"KIAA0545|SPAR3"		signal induced proliferation associated 1 like 3
SIRLNT	lncRNA-PRLB		SIRT1 regulating lncRNA tumor promoter
SIRPA	"SHPS1|SIRP|MYD-1|BIT|P84|SHPS-1|SIRPalpha|CD172a|SIRPalpha2|MFR|SIRP-ALPHA-1"	PTPNS1	signal regulatory protein alpha
SIRPAP1	SIRPA2P	PTPNS1L	signal regulatory protein alpha pseudogene 1
SIRPB1	"SIRP-BETA-1|CD172b"		signal regulatory protein beta 1
SIRPB2	dJ776F14.2	"PTPN1L|PTPNS1L3"	signal regulatory protein beta 2
SIRPB3P			signal regulatory protein beta 3, pseudogene
SIRPD	dJ576H24.4	PTPNS1L2	signal regulatory protein delta
SIRPG	"bA77C3.1|SIRP-B2|SIRPgamma|CD172g"	SIRPB2	signal regulatory protein gamma
SIRPG-AS1			SIRPG antisense RNA 1
SIRT1	SIR2L1		sirtuin 1
SIRT1-AS			SIRT1 antisense RNA
SIRT2		SIR2L	sirtuin 2
SIRT3	SIR2L3		sirtuin 3
SIRT4	SIR2L4		sirtuin 4
SIRT5			sirtuin 5
SIRT6			sirtuin 6
SIRT7			sirtuin 7
SIT1	SIT		signaling threshold regulating transmembrane adaptor 1
SIVA1	"SIVA|Siva-1|Siva-2|CD27BP"		SIVA1 apoptosis inducing factor
SIX1		DFNA23	SIX homeobox 1
SIX2			SIX homeobox 2
SIX3		HPE2	SIX homeobox 3
SIX3-AS1	SIX3OS		SIX3 antisense RNA 1
SIX4	AREC3		SIX homeobox 4
SIX5		DMAHP	SIX homeobox 5
SIX6	Six9	OPTX2	SIX homeobox 6
SKA1	MGC10200	C18orf24	spindle and kinetochore associated complex subunit 1
SKA2	FLJ12758	FAM33A	spindle and kinetochore associated complex subunit 2
SKA2P1	Em:AC006313.1	"FAM33B|SKA2L"	spindle and kinetochore associated complex subunit 2 pseudogene 1
SKA3	"MGC4832|RAMA1"	C13orf3	spindle and kinetochore associated complex subunit 3
SKAP1	SKAP55	SCAP1	src kinase associated phosphoprotein 1
SKAP1-AS1	RP11-456D7.1		SKAP1 antisense RNA 1
SKAP1-AS2	BTR		SKAP1 antisense RNA 2
SKAP2	"RA70|SKAP-HOM|SKAP55R|SAPS"	SCAP2	src kinase associated phosphoprotein 2
SKI			SKI proto-oncogene
SKIC2	"HLP|DDX13|SKI2W|170A|SKIV2L1|SKI2"	"SKIV2|SKIV2L"	SKI2 subunit of superkiller complex
SKIC3	"THES|SKI3"	"KIAA0372|TTC37"	SKI3 subunit of superkiller complex
SKIC8	"REC14|SKI8"	WDR61	SKI8 subunit of superkiller complex
SKIDA1	FLJ45187	C10orf140	SKI/DACH domain containing 1
SKIL	"SNO|SnoN|SnoA"		SKI like proto-oncogene
SKINT1L	BTN12	"SKINTP|SKINTL"	Skint1 like (pseudogene)
SKOR1	"CORL1|FUSSEL15"	LBXCOR1	SKI family transcriptional corepressor 1
SKOR1-AS1	AC009292.1		SKOR1 antisense RNA 1
SKOR2	"CORL2|FUSSEL18|Fussel-18"		SKI family transcriptional corepressor 2
SKP1	"EMC19|OCP2|TCEB1L|MGC34403|OCP-II|p19A"	SKP1A	S-phase kinase associated protein 1
SKP1P1	EMC19	"OCP2|TCEB1L|TCEB1P"	S-phase kinase associated protein 1 pseudogene 1
SKP1P2	p19B	SKP1B	S-phase kinase associated protein 1 pseudogene 2
SKP1P3			S-phase kinase associated protein 1 pseudogene 3
SKP1P4			S-phase kinase associated protein 1 pseudogene 4
SKP2	"FBXL1|FBL1|p45"		S-phase kinase associated protein 2
SKP2P1			SKP2 pseudogene 1
SLA	"SLA1|SLAP-1|hSLAP|SLAP"		Src like adaptor
SLA2	"FLJ21992|SLAP-2"	C20orf156	Src like adaptor 2
SLAIN1	FLJ30046	C13orf32	SLAIN motif family member 1
SLAIN2	FLJ21611	KIAA1458	SLAIN motif family member 2
SLAMF1	CD150	SLAM	signaling lymphocytic activation molecule family member 1
SLAMF6	"KALI|NTBA|KALIb|Ly108|SF2000|NTB-A|CD352"		SLAM family member 6
SLAMF6P1			SLAM family member 6 pseudogene 1
SLAMF7	"CRACC|19A|CS1|CD319"		SLAM family member 7
SLAMF8	"BLAME|SBBI42|CD353"		SLAM family member 8
SLAMF9	"CD2F-10|CD84-H1|SF2001"		SLAM family member 9
SLBP	HBP		stem-loop histone mRNA binding protein
SLC1A1	"EAAC1|EAAT3|hEAAC1"		solute carrier family 1 member 1
SLC1A2	"GLT-1|GLT1|EAAT2|HBGT"		solute carrier family 1 member 2
SLC1A2-AS1			SLC1A2 antisense RNA 1
SLC1A2-AS2	AC090625.2		SLC1A2 antisense RNA 2
SLC1A3	"EAAT1|GLAST|EA6|GLAST1|GLAST-1"		solute carrier family 1 member 3
SLC1A3-AS1	"AC008957.1|CTD-2353F22.1"		SLC1A3 antisense RNA 1
SLC1A4	"SATT|ASCT1|ASCT-1"		solute carrier family 1 member 4
SLC1A5	"AAAT|ASCT2"	"RDRC|M7V1"	solute carrier family 1 member 5
SLC1A6	EAAT4		solute carrier family 1 member 6
SLC1A7	EAAT5		solute carrier family 1 member 7
SLC2A1	"DYT18|DYT9|GLUT-1"	"GLUT1|GLUT|HTLVR|CSE"	solute carrier family 2 member 1
SLC2A1-DT		SLC2A1-AS1	SLC2A1 divergent transcript
SLC2A2	GLUT-2	GLUT2	solute carrier family 2 member 2
SLC2A3		GLUT3	solute carrier family 2 member 3
SLC2A3P1		"GLUT6|GLUT3P1|SLC2A3P"	solute carrier family 2 member 3 pseudogene 1
SLC2A3P2			solute carrier family 2 member 3 pseudogene 2
SLC2A3P4			solute carrier family 2 member 3 pseudogene 4
SLC2A4		GLUT4	solute carrier family 2 member 4
SLC2A4RG	"GEF|HDBP1|Si-1-2|Si-1-2-19"		SLC2A4 regulator
SLC2A5		GLUT5	solute carrier family 2 member 5
SLC2A6	"GLUT9|GLUT6|HSA011372"		solute carrier family 2 member 6
SLC2A7	GLUT7		solute carrier family 2 member 7
SLC2A8	"GLUTX1|GLUT8"		solute carrier family 2 member 8
SLC2A9	"Glut9|GLUTX|URATv1"		solute carrier family 2 member 9
SLC2A9-AS1			SLC2A9 antisense RNA 1
SLC2A10	"GLUT10|GLUT-10"		solute carrier family 2 member 10
SLC2A11	GLUT11		solute carrier family 2 member 11
SLC2A12	"GLUT12|GLUT8"		solute carrier family 2 member 12
SLC2A13	HMIT		solute carrier family 2 member 13
SLC2A13P1			SLC2A13 pseudogene 1
SLC2A14	GLUT14	SLC2A3P3	solute carrier family 2 member 14
SLC2AXP1			solute carrier family 2 pseudogene 1
SLC3A1	"CSNU1|D2H|RBAT|ATR1|NBAT"		solute carrier family 3 member 1
SLC3A2	"4T2HC|4F2|NACAE|CD98|CD98HC|4F2HC"	MDU1	solute carrier family 3 member 2
SLC4A1	"RTA1A|CD233|FR|SW|WR|EMPB3"	"EPB3|AE1|DI|WD"	solute carrier family 4 member 1 (Diego blood group)
SLC4A1AP	"kanadaptin|HLC3"		solute carrier family 4 member 1 adaptor protein
SLC4A1APP1			solute carrier family 4 member 1 adaptor protein pseudogene 1
SLC4A1APP2			solute carrier family 4 member 1 adaptor protein pseudogene 2
SLC4A2	"HKB3|BND3L|NBND3"	"EPB3L1|AE2"	solute carrier family 4 member 2
SLC4A3	"AE3|SLC2C"		solute carrier family 4 member 3
SLC4A4	"NBC1|HNBC1|NBC2|pNBC|hhNMC|kNBC1|KNBC|NBCe1"	SLC4A5	solute carrier family 4 member 4
SLC4A5	NBC4		solute carrier family 4 member 5
SLC4A7	"NBC3|SBC2"	SLC4A6	solute carrier family 4 member 7
SLC4A8	NBC3		solute carrier family 4 member 8
SLC4A8-AS1			SLC4A8 antisense RNA 1
SLC4A9	AE4		solute carrier family 4 member 9
SLC4A10	"NBCn2|NCBE"		solute carrier family 4 member 10
SLC4A11	"dJ794I6.2|BTR1|NaBC1|FECD4"	"CHED2|CDPD1"	solute carrier family 4 member 11
SLC5A1	"D22S675|NAGT|SGLT-1"	SGLT1	solute carrier family 5 member 1
SLC5A2		SGLT2	solute carrier family 5 member 2
SLC5A3	"SMIT|SMIT1|BCW2|SMIT2"		solute carrier family 5 member 3
SLC5A4	"SAAT1|SGLT3|DJ90G24.4"		solute carrier family 5 member 4
SLC5A4-AS1	RP1-90G24.10		SLC5A4 antisense RNA 1
SLC5A4P1			solute carrier family 5 member 4 pseudogene 1
SLC5A5	NIS		solute carrier family 5 member 5
SLC5A6	SMVT		solute carrier family 5 member 6
SLC5A7	"hCHT|CHT1|ChT"		solute carrier family 5 member 7
SLC5A8	AIT		solute carrier family 5 member 8
SLC5A9	SGLT4		solute carrier family 5 member 9
SLC5A10	SGLT5		solute carrier family 5 member 10
SLC5A11	"KST1|SMIT2|SGLT6"		solute carrier family 5 member 11
SLC5A12	"MGC52019|SMCT2"		solute carrier family 5 member 12
SLC6A1	"GAT1|GABATR|GABATHG|GAT-1|hGAT-1"		solute carrier family 6 member 1
SLC6A1-AS1			SLC6A1 antisense RNA 1
SLC6A2	NET	"NET1|NAT1|SLC6A5"	solute carrier family 6 member 2
SLC6A3	DAT	DAT1	solute carrier family 6 member 3
SLC6A4	"5-HTT|SERT1"	"HTT|OCD1"	solute carrier family 6 member 4
SLC6A5	"GLYT2|GlyT-2"	NET1	solute carrier family 6 member 5
SLC6A6	TAUT		solute carrier family 6 member 6
SLC6A6P1		SLC6A6P	solute carrier family 6 member 6 pseudogene 1
SLC6A7	PROT		solute carrier family 6 member 7
SLC6A8	"CRTR|CT1|CRT|CRT-1|CRT1"		solute carrier family 6 member 8
SLC6A9	"GLYT1|GlyT-1"		solute carrier family 6 member 9
SLC6A10P	CT-2	SLC6A10	solute carrier family 6 member 10, pseudogene
SLC6A11	GAT3		solute carrier family 6 member 11
SLC6A12	BGT-1		solute carrier family 6 member 12
SLC6A12-AS1			SLC6A12 antisense RNA 1
SLC6A13	GAT2		solute carrier family 6 member 13
SLC6A14			solute carrier family 6 member 14
SLC6A14P1			SLC6A14 pseudogene 1
SLC6A14P2			SLC6A14 pseudogene 2
SLC6A14P3			SLC6A14 pseudogene 3
SLC6A15	"hv7-3|NTT73|FLJ10316|V7-3|SBAT1"		solute carrier family 6 member 15
SLC6A16	NTT5		solute carrier family 6 member 16
SLC6A17	NTT4		solute carrier family 6 member 17
SLC6A17-AS1			SLC6A17 antisense RNA 1
SLC6A18	"FLJ31236|Xtrp2"		solute carrier family 6 member 18
SLC6A19	B0AT1		solute carrier family 6 member 19
SLC6A20	"XT3|Xtrp3|SIT1|IMINO"		solute carrier family 6 member 20
SLC6A21P		SLC6A21	solute carrier family 6 member 21, pseudogene
SLC7A1	"CAT-1|HCAT1|REC1L"	"ERR|ATRC1"	solute carrier family 7 member 1
SLC7A2	"CAT-2|HCAT2|SLC7A2A|SLC7A2B|CAT-2A|CAT-2B"	ATRC2	solute carrier family 7 member 2
SLC7A2-IT1			SLC7A2 intronic transcript 1
SLC7A3	"CAT-3|ATRC3|FLJ14541"		solute carrier family 7 member 3
SLC7A4	"HCAT3|CAT-4"		solute carrier family 7 member 4
SLC7A5	"LAT1|E16|D16S469E|MPE16|CD98"		solute carrier family 7 member 5
SLC7A5P1	"LAT1-3TM|MLAS"		solute carrier family 7 member 5 pseudogene 1
SLC7A5P2	"IMAA|hLAT1-3TM"		solute carrier family 7 member 5 pseudogene 2
SLC7A6	"y+LAT-2|KIAA0245|LAT3|LAT-2"		solute carrier family 7 member 6
SLC7A6OS	"FLJ13291|Iwr1"		solute carrier family 7 member 6 opposite strand
SLC7A7	"y+LAT-1|Y+LAT1"	LPI	solute carrier family 7 member 7
SLC7A8	"LPI-PC1|LAT2"		solute carrier family 7 member 8
SLC7A9	BAT1	CSNU3	solute carrier family 7 member 9
SLC7A10	asc-1		solute carrier family 7 member 10
SLC7A11	xCT		solute carrier family 7 member 11
SLC7A11-AS1	ENST00000512786		SLC7A11 antisense RNA 1
SLC7A13	"AGT-1|XAT2"		solute carrier family 7 member 13
SLC7A14	"KIAA1613|PPP1R142"		solute carrier family 7 member 14
SLC7A14-AS1			SLC7A14 antisense RNA 1
SLC7A15P			solute carrier family 7 member 15, pseudogene
SLC8A1		NCX1	solute carrier family 8 member A1
SLC8A1-AS1			SLC8A1 antisense RNA 1
SLC8A2	"NCX2|KIAA1087"		solute carrier family 8 member A2
SLC8A3	NCX3		solute carrier family 8 member A3
SLC8B1	"FLJ22233|NCKX6|NCLX"	SLC24A6	solute carrier family 8 member B1
SLC9A1	PPP1R143	"APNH|NHE1|NHE-1"	solute carrier family 9 member A1
SLC9A2		NHE2	solute carrier family 9 member A2
SLC9A3	NHE-3	NHE3	solute carrier family 9 member A3
SLC9A3-AS1	UC011CLY.2		SLC9A3 antisense RNA 1
SLC9A3-OT1	PP7080		SLC9A3 3' UTR overlapping transcript 1
SLC9A3P1		"NHE3P|SLC9A3P|SLC9A3P4"	solute carrier family 9 member 3 pseudogene 1
SLC9A3P2			solute carrier family 9 member 3 pseudogene 2
SLC9A3P3			solute carrier family 9 member 3 pseudogene 3
SLC9A3R1-AS1			SLC9A3R1 antisense RNA 1
SLC9A4	NHE4		solute carrier family 9 member A4
SLC9A5	NHE5		solute carrier family 9 member A5
SLC9A6	"NHE6|KIAA0267|NHE-6"		solute carrier family 9 member A6
SLC9A7	"NHE7|NHE-7"		solute carrier family 9 member A7
SLC9A7P1			solute carrier family 9 member 7 pseudogene 1
SLC9A8	"KIAA0939|NHE8"		solute carrier family 9 member A8
SLC9A9	"FLJ35613|NHE9"		solute carrier family 9 member A9
SLC9A9-AS1			SLC9A9 antisense RNA 1
SLC9A9-AS2			SLC9A9 antisense RNA 2
SLC9B1	NHA1	NHEDC1	solute carrier family 9 member B1
SLC9B1P1		NHEDC1P1	solute carrier family 9 member B1 pseudogene 1
SLC9B1P2		NHEDC1P2	solute carrier family 9 member B1 pseudogene 2
SLC9B1P3			solute carrier family 9 member B1 pseudogene 3
SLC9B1P4			solute carrier family 9 member B1 pseudogene 4
SLC9B1P5			solute carrier family 9 member B1 pseudogene 5
SLC9B2	"FLJ23984|NHA2"	NHEDC2	solute carrier family 9 member B2
SLC9C1	NHE	SLC9A10	solute carrier family 9 member C1
SLC9C2	MGC43026	SLC9A11	solute carrier family 9 member C2 (putative)
SLC10A1	"NTCP|NTCP1"		solute carrier family 10 member 1
SLC10A2	"NTCP2|IBAT"	"ASBT|ISBT"	solute carrier family 10 member 2
SLC10A3	"P3|DXS253E"		solute carrier family 10 member 3
SLC10A4	MGC29802		solute carrier family 10 member 4
SLC10A5			solute carrier family 10 member 5
SLC10A5P1			SLC10A5 pseudogene 1
SLC10A6	SOAT		solute carrier family 10 member 6
SLC10A7	"MGC25043|DKFZp566M114|DKFZp313H0531|DKFZp779O2438"	C4orf13	solute carrier family 10 member 7
SLC11A1		"LSH|NRAMP|NRAMP1"	solute carrier family 11 member 1
SLC11A2	"DCT1|DMT1|DMT-1|FLJ37416"	NRAMP2	solute carrier family 11 member 2
SLC12A1	"NKCC2|CCC2|BSC1|BSC|BSC-1"		solute carrier family 12 member 1
SLC12A2	"NKCC1|BSC2|BSC-2|PPP1R141|CCC1"		solute carrier family 12 member 2
SLC12A2-DT	FLJ33630	LINC01184	SLC12A2 divergent transcript
SLC12A3	"NCCT|NCC|TSC"		solute carrier family 12 member 3
SLC12A4	KCC1		solute carrier family 12 member 4
SLC12A5	"KIAA1176|KCC2|hKCC2"		solute carrier family 12 member 5
SLC12A5-AS1	RP11-465L10.10		SLC12A5 and MMP9 antisense RNA 1
SLC12A6	"KCC3A|KCC3B"	"KCC3|ACCPN"	solute carrier family 12 member 6
SLC12A7	"KCC4|DKFZP434F076"		solute carrier family 12 member 7
SLC12A8	CCC9		solute carrier family 12 member 8
SLC12A9	CIP1		solute carrier family 12 member 9
SLC12A9-AS1	RP11-126L15.4		SLC12A9 antisense RNA 1
SLC13A1	"NaSi-1|NAS1"		solute carrier family 13 member 1
SLC13A2	NaDC-1		solute carrier family 13 member 2
SLC13A3	"NADC3|SDCT2"		solute carrier family 13 member 3
SLC13A4	"SUT-1|SUT1"		solute carrier family 13 member 4
SLC13A5	"NACT|INDY|mINDY"		solute carrier family 13 member 5
SLC14A1	"HsT1341|RACH1|RACH2"	JK	solute carrier family 14 member 1 (Kidd blood group)
SLC14A2	"HUT2|UT2"		solute carrier family 14 member 2
SLC14A2-AS1			SLC14A2 antisense RNA 1
SLC15A1	"PEPT1|HPECT1|HPEPT1"		solute carrier family 15 member 1
SLC15A2	PEPT2		solute carrier family 15 member 2
SLC15A3	"PHT2|hPTR3"		solute carrier family 15 member 3
SLC15A4	"PHT1|PTR4"		solute carrier family 15 member 4
SLC15A5			solute carrier family 15 member 5
SLC16A1	"MCT|MCT1"		solute carrier family 16 member 1
SLC16A1-AS1	ENST00000421157.1		SLC16A1 antisense RNA 1
SLC16A1P1			SLC16A1 pseudogene 1
SLC16A2	"XPCT|MCT8|MCT7|DXS128E"	"DXS128|AHDS|MRX22"	solute carrier family 16 member 2
SLC16A3	"MCT3|MCT4"		solute carrier family 16 member 3
SLC16A4	"MCT4|MCT5"		solute carrier family 16 member 4
SLC16A4-AS1			SLC16A4 antisense RNA 1
SLC16A5	"MCT5|MCT6"		solute carrier family 16 member 5
